name,country,order,centroid_lat,centroid_lon,website,fb_group,fb_page
Slackline B.D.B,FR,Bois de Boulogne,48.86244,2.249173,,https://www.facebook.com/groups/779635565408233,
Slackline UFMG,BR,Universidade Federal de Minas Gerais,-19.86909,-43.96638,,https://www.facebook.com/groups/slackline.ufmg,
Slackline Zürich,CH,Zürich,47.37689,8.541694,,https://www.facebook.com/groups/slacklinezurich,
Slackline Ancona,IT,Ancona,43.61583,13.51892,,https://www.facebook.com/groups/293903260817778,
Compra y venta de Slacklines usados CHILE,CL,,-35.67515,-71.54297,,https://www.facebook.com/groups/slackusados,
BALI SLACKLINE,ID,Bali,-8.340539,115.0919,,https://www.facebook.com/groups/683822871634065,
Slackline Padova,IT,Padova,45.40643,11.87676,,https://www.facebook.com/groups/1376274022605831,
Newcastle Australia Slacklining,AU,Newcastle,-32.8851,151.724,,https://www.facebook.com/groups/298207786900174,
Slackline Lisboa,PT,Lisbon,38.72225,-9.139337,,https://www.facebook.com/groups/186933448020181,
Slackline Salvador,BR,Bahia,-12.57974,-41.70073,,https://www.facebook.com/groups/slacklinesalvador,
Slackline Bucuresti,RO,Bucuresti,44.42677,26.10254,,https://www.facebook.com/groups/slacklinebucuresti,
Slackline Cumbria,GB,Cumbria,54.57723,-2.797483,,https://www.facebook.com/groups/472603896143971,
Lemur Team Slackline Brasil,BR,,-14.235,-51.92528,,https://www.facebook.com/groups/lemurslacklines,
Slackline Cádiz,ES,Cádiz,36.52706,-6.288596,,https://www.facebook.com/groups/1514348995475979,
Slackline Itatiba,BR,Itatiba,-23.00399,-46.8468,,https://www.facebook.com/groups/236738006440096,
Slackline España,ES,,40.46367,-3.74922,,https://www.facebook.com/groups/138821139616995,
Slackline  Haute-Savoie,FR,Haute-Savoie,46.17568,6.538962,,https://www.facebook.com/groups/136383753114013,
Slackline Wiesbaden,DE,Wiesbaden,50.07822,8.23976,,https://www.facebook.com/groups/1118106848245211,
Slackline Petrópolis,BR,Petrópolis,-22.51126,-43.17791,,https://www.facebook.com/groups/301971046525512,
Jerusalem Slackline,IL,Jerusalem,31.76832,35.21371,,https://www.facebook.com/groups/429721663821139,
Slackline - São José dos Campos e Região,BR,São José  dos campos,-23.2237,-45.90091,,https://www.facebook.com/groups/279494748804001,
Slackline China,CN,,35.86166,104.1954,,https://www.facebook.com/groups/239052822860137,
Slackline Antwerpen,BE,Antwerpen,51.21945,4.402464,,https://www.facebook.com/groups/1407577446176946,
Slackline Torino,IT,Torino,45.07031,7.686856,,https://www.facebook.com/groups/SlacklineTorino,
SLACKLINE Santa Fe,US,Santa Fe,35.68697,-105.9378,,https://www.facebook.com/groups/114003572018821,
SlackLine URUGUAY,UY,,-32.52278,-55.76583,,https://www.facebook.com/groups/213183395550577,
Annecy Slackline,FR,Annecy,45.89925,6.129384,,https://www.facebook.com/groups/376860022360634,
SlacklinE NordestE,BR,NordestE,-10.06264,-42.55096,,https://www.facebook.com/groups/439189726112271,
Slackline Las Palmas (Gran Canaria),ES,Gran Canaria,27.92022,-15.54744,,https://www.facebook.com/groups/245742688814462,
Vale Slackline,BR,Paraíba,-7.239961,-36.78195,,https://www.facebook.com/groups/521377924626604,
Slackline @ Helsinki,FI,Helsinki,60.16986,24.93838,,https://www.facebook.com/groups/204930092873911,
Slackline Mar del plata,CL,Mar Del Plata,-33.43317,-70.60904,,https://www.facebook.com/groups/263647037088047,
Colorado Slackline Club,US,Colorado,39.55005,-105.7821,,https://www.facebook.com/groups/coloradoslacklineclub,
NW slackline (Seattle & beyond),US,Seattle,47.60621,-122.3321,,https://www.facebook.com/groups/nwslackline,
GOODVIBES Paraná (slackline),BR,Paraná,-25.25209,-52.02154,,https://www.facebook.com/groups/231276606908203,
Sheffield slacklining,GB,Sheffield,53.38113,-1.470085,,https://www.facebook.com/groups/410136965685047,
Slackline - Teresina-PI,BR,Teresina,-5.044685,-42.76623,,https://www.facebook.com/groups/193498270727510,
Slackline Viña del Mar,CL,Viña del Mar,-33.01535,-71.55003,,https://www.facebook.com/groups/287467638061268,
Slackline CPH,DK,Copenhagen,55.6761,12.56834,,https://www.facebook.com/groups/SlacklineCopenhagen,
Slackline Recife,BR,Recife,-8.057838,-34.8829,,https://www.facebook.com/groups/slackrecife,
Slackline Poitiers,FR,Poitiers,46.58022,0.340375,,https://www.facebook.com/groups/225311394301871,
University of Nottingham Slacklining Society,GB,University of Nottingham,52.93864,-1.195158,,https://www.facebook.com/groups/UoNSlackliningSociety,
SLACKLINE PUEBLO LIBRE,PE,Pueblo Libre,-12.07876,-77.06554,,https://www.facebook.com/groups/545463875518776,
Slackline Bahia,BR,Bahia,-12.57974,-41.70073,,https://www.facebook.com/groups/slacklinebahia,
Slackline Bariloche,AR,Bariloche,-41.13347,-71.31028,,https://www.facebook.com/groups/536914129685472,
Slackline Porto,PT,Porto,41.15794,-8.629106,,https://www.facebook.com/groups/352287361573507,
Lviv Slackline,UA,Lviv,49.83968,24.02972,,https://www.facebook.com/groups/LvivSlackline,
Sur le Fil : Brest Slackline,FR,Brest,48.39039,-4.486076,,https://www.facebook.com/groups/642665652437476,
Adelaide Slackline Syndicate,AU,Adelaide,-34.9285,138.6007,,https://www.facebook.com/groups/AdelaideSlackliners,
Sanka Slackline,BR,São Carlos,-22.00871,-47.89091,,https://www.facebook.com/groups/sankaslackline,
Slackline Maringá,BR,Maringá,-23.421,-51.93306,,https://www.facebook.com/groups/379111232109797,
Descalvado Slackline,BR,Descalvado,-21.91593,-47.62028,,https://www.facebook.com/groups/descalvadoslackline,
Slackline - Parque do Flamengo (Rio de Janeiro),BR,"Parque do Flamengo, Rio de Janeiro",-22.92832,-43.17316,,https://www.facebook.com/groups/202137713153921,
"Slackline Trutnovsko, Náchodsko & Broumovsko",CZ,Broumovsko,50.58566,16.33182,,https://www.facebook.com/groups/568458873200856,
"Slacklining - Cambridge, UK",GB,Cambridge,52.20534,0.121817,,https://www.facebook.com/groups/134664093232085,
University of Manchester Slackline Society,GB,University of Manchester,53.46685,-2.233884,,https://www.facebook.com/groups/uomslackline,
Durango Slackline,US,Durango,37.27528,-107.8801,,https://www.facebook.com/groups/308165902556978,
Slackline - Sampaio Moreira Parque,BR,São Paulo,-23.55052,-46.63331,,https://www.facebook.com/groups/265800503594126,
Liverpool Slacklining.. (LivSlackers - Slackline Group),GB,Liverpool,53.40837,-2.991573,,https://www.facebook.com/groups/LivSlackers,
SlackLine Uberlândia - MG,BR,Uberlândia,-18.91461,-48.27538,,https://www.facebook.com/groups/496599617038867,
slackline Itabira,BR,Itabira,-19.62442,-43.23164,,https://www.facebook.com/groups/131333947062166,
Slackline Salzburg,AT,Salzburg,47.80949,13.05501,,https://www.facebook.com/groups/slacklinesalzburg,
Slackline Argentina,AR,,-38.4161,-63.61667,,https://www.facebook.com/groups/35689976544,
Slackline Roma,IT,Roma,41.90278,12.49637,,https://www.facebook.com/groups/1483045301984576,
Slackline Reims,FR,Reims,49.25833,4.031696,,https://www.facebook.com/groups/698583786882857,
BOGOTA SlackLine,CO,Bogota,4.710989,-74.07209,,https://www.facebook.com/groups/212763555459167,
Slackline Portland,US,Portland,45.52306,-122.6765,,,https://www.facebook.com/SlacklinePortland/
Slackline Dublin,IE,Dublin,53.3498,-6.26031,,https://www.facebook.com/groups/slacklinedublin,
Slackline en Costa Rica,CR,,9.748917,-83.75343,,https://www.facebook.com/groups/slacklinecr,
Slackline Ilhabela,BR,Ilhabela,-23.77903,-45.35566,,https://www.facebook.com/groups/175667069200812,
Slackline Beskydy,PL,Beskydy,49.54393,20.14344,,https://www.facebook.com/groups/1455828234700453,
Slackline Brasília,BR,Brasília,-15.79423,-47.88216,,https://www.facebook.com/groups/slacklinebrasilia,
Dunedin Slackline,NZ,Dunedin,-45.87876,170.5028,,,https://www.facebook.com/groups/DunedinSlackline/
Slackline in and around Rosenheim,DE,Rosenheim,47.85713,12.1181,,https://www.facebook.com/groups/253394011348823,
SlackLine Sorocaba,BR,Sorocaba,-23.50153,-47.45259,,https://www.facebook.com/groups/slaclinesorocaba,
Slackline Sevilla,ES,Sevilla,37.38909,-5.984459,,https://www.facebook.com/groups/203154696402921,
Slackline Chamonix,FR,Chamonix,45.9237,6.869433,,https://www.facebook.com/groups/246214455528529,
Bandung Slacklines,ID,Bandung,-6.917464,107.6191,,https://www.facebook.com/groups/326316210737045,
Slackline Málaga,ES,Málaga,36.72128,-4.421399,,https://www.facebook.com/groups/1422290168005495,
Slackline in Latvia,LV,,56.87963,24.60319,,https://www.facebook.com/groups/slackline.lv/,
SlackLine Ibiá,BR,Ibiá,-19.48781,-46.54505,,https://www.facebook.com/groups/387422224674635,
SLACKLINE ATIBAIA,BR,Atibaia,-23.11755,-46.55671,,https://www.facebook.com/groups/slackatibaia,
Slackline - New Zealand,NZ,,-40.90056,174.886,,https://www.facebook.com/groups/102636886449530,
Slackline Santa Monica OMB,US,Santa Monica,34.01945,-118.4912,,https://www.facebook.com/groups/SlacklineSantamonica,
Mamutes Slackline,BR,São José dos Campos,-23.2237,-45.90091,,https://www.facebook.com/groups/175281592631106,
SlackLine Paris Banlieu Est,FR,Paris,48.85661,2.352222,,https://www.facebook.com/groups/304549529731399,
Durham University Slacklining Club,GB,Durham University,54.76498,-1.578203,,https://www.facebook.com/groups/1498681813706837,
Slackline(APERITIVI)Fabriano,IT,Fabriano,43.34497,12.90622,,https://www.facebook.com/groups/636657153092588,
Slackline Spaghetti,IT,Turin,41.87194,12.56738,,https://www.facebook.com/groups/slackspaghetti,
Slackline Riobamba,EC,Riobamba,-1.663551,-78.65465,,https://www.facebook.com/groups/196249570550463,
Sunshine Slackline Rio Preto,BR,Rio Preto,-20.81176,-49.37623,,https://www.facebook.com/groups/277811355716422,
Slackline  Posadas,AR,Posadas,-27.36214,-55.90088,,https://www.facebook.com/groups/slacklinePosadas,
Slackline Limerick,IE,Limerick,52.66802,-8.630498,,https://www.facebook.com/groups/134402476891204,
Boulder Slacklining Association (BSA),US,Boulder,40.01498,-105.2705,,https://www.facebook.com/groups/bocoslackline/,
Slackline Ribeirão Preto,BR,Ribeirão Preto,-21.17051,-47.81025,,https://www.facebook.com/groups/1516707398548573,
Slackline Campinas e região,BR,Campinas,-22.90994,-47.06263,,https://www.facebook.com/groups/366439460082746,
Slackline Bauru,BR,Bauru,-22.31446,-49.0587,,https://www.facebook.com/groups/624959884249855,
Slackline Belfast,GB,Belfast,54.59729,-5.93012,,https://www.facebook.com/groups/BelfastSlack,
Slackline Ankara,TR,Ankara,39.93336,32.85974,,https://www.facebook.com/groups/slacklineankara,
Slackline Göteborg,SE,Göteborg,57.73729,11.97136,,https://www.facebook.com/groups/5695569041,
Aclimaroots Slackline - SP,BR,Aclimação,-23.57149,-46.63097,,https://www.facebook.com/groups/162481947176658,
Slackline Sarajevo,BA,Sarajevo,43.85626,18.41308,,https://www.facebook.com/groups/slacklinesarajevo,
Georgian Slackline / სლექლაინი,GE,,34.83253,-82.28609,,https://www.facebook.com/groups/1406012539710551,
Slackline La Plata,AR,La Plata,-34.92049,-57.95357,,https://www.facebook.com/groups/300277126679860,
Annecy Slackline,FR,Annecy,45.89925,6.129384,,https://www.facebook.com/groups/376860022360634,
Slackline Curitiba,BR,Curitiba,-25.42895,-49.26714,,https://www.facebook.com/groups/283410578354121,
de Pakhuys,ZA,de Pakhuys,-32.12067,19.05956,,https://www.facebook.com/groups/depakhuys/,
City Slackers,ZA,"De Waal Park, Cape Town",-33.93635,18.4124,,https://www.facebook.com/groups/cityslackers/,
SlackLine Itabuna,BR,Itabuna,-14.78803,-39.27842,,https://www.facebook.com/groups/488137804559659,
Slackline Tucano,BR,Tucano,-10.95882,-38.78976,,https://www.facebook.com/groups/307343875993477,
Slackline  - Sombrio/Balneário Gaivota,BR,Balneário Gaivota,-29.15469,-49.58091,,https://www.facebook.com/groups/513460102059808,
Slackline - Linhares,BR,Linhares,-19.39466,-40.06527,,https://www.facebook.com/groups/399444276779625,
SLACKLINE JACOBINA,BR,Jacobina,-11.18165,-40.51206,,https://www.facebook.com/groups/207164352712261,
Slackline Baixada - GUARUJÁ,BR,Guarujá,-23.99491,-46.25687,,https://www.facebook.com/groups/266363383420116,
Slackchat,INT,,,,,https://www.facebook.com/groups/slackchat,
Slack Reunion,RE,Réunion,-21.11514,55.53638,,https://www.facebook.com/slackline.reunion/,
Joburg Slack Sessions,ZA,Johannesburg,-26.2041,28.0473,,https://www.facebook.com/groups/822345764505845,
The Steamboat Springs Slackliners,US,Steamboat Springs,40.48498,-106.8317,,,https://www.facebook.com/SteamboatSpringsSlackliners/
Slackline Bishkek,KG,Bishkek,42.87462,74.56976,,https://www.facebook.com/slacklinebishkek/,
LOS LOCOS DE LA CINTA - Buenos Aires,AR,Buenos Aires,-34.60368,-58.38156,,https://www.facebook.com/groups/slacklinebuenosaires/,
San Jose Slackliners,US,San Jose,37.33821,-121.8863,,https://www.facebook.com/groups/733100326752441/,
Slackline Lebanon,LB,,33.85472,35.86229,,https://www.facebook.com/groups/196219180736179/,
Preston Slackliners,GB,Preston,53.7632,-2.70309,,https://www.facebook.com/groups/1088546777848868/,
Slackline Iceland,IS,,64.96305,-19.02084,,https://www.facebook.com/groups/1317408388377662,
Slackline Mérida,MX,Mérida,20.96737,-89.59258,,,https://www.facebook.com/slacklinemerida/
Southern Maine Slacklining,US,Southern Maine,43.66147,-70.25533,,https://www.facebook.com/groups/1484172418502134/,
Slackline Taipei,TW,Taipei,25.03297,121.5654,,https://www.facebook.com/groups/slacklinetaipei/,
SlackChat: Michigan,US,Michigan,44.31485,-85.60236,,https://www.facebook.com/groups/450028061708830/,
Slackline Toscana A.S.D,IT,Toscana,43.77105,11.24862,,,https://www.facebook.com/slacklinetoscana/
Slacklining Hong Kong,HK,,22.39643,114.1095,,,https://www.facebook.com/SlackliningHongKong/
Atlanta Slackers,US,Atlanta,33.749,-84.38799,,https://www.facebook.com/groups/422589797883010/,
Slackline Kalamata,GR,Kalamata,37.04224,22.11413,,https://www.facebook.com/groups/998901500195809/,
Slackline Canarias,ES,Canary Islands,28.29156,-16.62913,,,https://www.facebook.com/Slackline-Canarias-1173353029384051/
Slackline Abruzzo,IT,Abruzzo,42.19201,13.72892,,,https://www.facebook.com/abruzzoslackline/
Slacklife,INT,,,,,https://www.facebook.com/groups/131122536978619/,
Slacklife Russia,RU,,61.52401,105.3188,,https://www.facebook.com/slackliferus/,
Coventry Slacklining,GB,Coventry,52.40682,-1.519693,,https://www.facebook.com/groups/835575759905175,
Movimento Slackline Prato,IT,Prato,43.8777,11.10223,,https://www.facebook.com/groups/497207167142258/,https://www.facebook.com/slacklineprato/
People of Balance - association de slackline,CH,Nyon,46.38327,6.234785,,,https://www.facebook.com/POB1260
Slackline Olomouc,CZ,Olomouc,49.59378,17.25088,,,https://www.facebook.com/pg/SlacklineOlomouc
Lajny - kdy a kde?,CZ,,49.81749,15.47296,,https://www.facebook.com/groups/slacklinecz,
Pojme natáhnout! (Slackline Třinec),CZ,Třinec,49.67763,18.67079,,https://www.facebook.com/groups/1390430897898137,
Lajny - odkazy,CZ,,49.81749,15.47296,,https://www.facebook.com/groups/slacklineCZnews,
Lajna Brno,CZ,Brno,49.19506,16.60684,,https://www.facebook.com/groups/162772360407283,
Lajny - Dobříš a okolí,CZ,Dobříš,49.78114,14.16717,,https://www.facebook.com/groups/1579658302309442,
Lajny - Bazár,CZ,,49.81749,15.47296,,https://www.facebook.com/groups/slacklineczbazar,
Slackline Hradec Králové,CZ,Hradec Králové,50.21036,15.82521,,https://www.facebook.com/groups/178428682210471,
slackline a climbing K.Vary,CZ,Karlovy Vary,50.23185,12.87196,,https://www.facebook.com/groups/365982720117125,
slackline liberec,CZ,Liberec,50.76628,15.05434,,https://www.facebook.com/groups/lajnari.lbc,
Perníková lajna,CZ,Pardubice,50.03431,15.7812,,https://www.facebook.com/groups/202419926446209,
Pilsner slackliners,CZ,Plzen,49.73843,13.37364,,https://www.facebook.com/groups/127897497260437,
Lajna Rožnov a okolí,CZ,Rožnov,49.45853,18.14303,,https://www.facebook.com/groups/124621760907278,
SlacklineLv,LV,,56.87963,24.60319,,,https://www.facebook.com/slacklinelv
Friends of slackline in Bochum!!!,DE,Bochum,51.48185,7.216236,,https://www.facebook.com/groups/477952575677496/,
Slackline Vorarlberg,DE,,51.16569,10.45153,,,https://www.facebook.com/slacklinevorarlberg/
Slack Linkers 91,FR,Essonne,48.45857,2.156942,,https://www.facebook.com/groups/119225124907877/,
Slackline Australia,AU,,-25.2744,133.7751,https://slackline.com.au,,
Slackline Australia Gold Coast Tribe,AU,Gold Coast,-28.01667,153.4,,https://www.facebook.com/groups/slacklinegoldcoast/,
Slackline Bundaberg,AU,Bundaberg,-24.86697,152.351,,https://www.facebook.com/groups/174018779675209,
North Sydney Slackline,AU,North Sydney,-33.83965,151.2054,,https://www.facebook.com/groups/1551373241857960,
Darwin slacklining community,AU,Darwin,-12.46344,130.8456,,https://www.facebook.com/groups/332360046913669/,
Slackline Fribourg,CH,Fribourg,46.80648,7.161972,,https://www.facebook.com/groups/116524911848389/,
Philly Slackers,US,Philadelphia,39.95258,-75.16522,,https://www.facebook.com/groups/1155231911207612/,
SLACKROBATS,INT,,,,,https://www.facebook.com/groups/1133104230049009,
Slack&run,RE,Reunion,-21.11514,55.53638,,https://www.facebook.com/groups/slackchat/permalink/1544365512303987,
Rodeoline/Sagline,INT,,,,,https://www.facebook.com/groups/1379946232331005/,
Slackline actions Europe,DE,,51.16569,10.45153,,https://www.facebook.com/groups/Highline.Actions.Europe/,
Slack'A Lot,FR,Figeac,44.60829,2.032871,,,https://www.facebook.com/SlackaLot
Slackliners de Polynésie,PF,,-17.67974,-149.4068,,https://www.facebook.com/groups/fenuaslackline/,